matchId,tournament,player1,player2,winner,t_round,duration,p1Aces,p1DoubleFaults,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p2Aces,p2DoubleFaults,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,urlVisited
ATP World Tour Masters 1000 Miami,Rafael Nadal,Tomas Berdych,Rafael Nadal,S,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,,,,,,,0,0,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=6&p=N409
French Open Slam,Rafael Nadal,Fabio Fognini,Rafael Nadal,Round of 32,165,5,78,64,61,45,61,28,24,40,"
								","
								",174,135,63,43,3,67,55,60,36,,27,47,59,"
                            ","
                            ",175,144,57,37,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224305
ATP World Tour Masters 1000 Monte Carlo,Rafael Nadal,David Ferrer,David Ferrer,Q,134,1,61,59,45,40,45,30,,,,,,,53,41,1,61,60,57,40,,40,,,,,,,58,46,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2014&r=5&p=F401
French Open Slam,Rafael Nadal,Kei Nishikori,Rafael Nadal,Round of 16,122,1,69,72,67,47,67,63,20,25,"
								","
								",176,139,71,46,0,65,53,56,28,,0,14,39,"
                            ","
                            ",169,139,54,29,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224403
Barcelona,Rafael Nadal,Albert Ramos,Rafael Nadal,R32,117,1,72,68,63,35,63,100,,,,,,,67,44,1,59,65,40,31,,50,,,,,,,55,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=2014&r=3&p=N409
ATP World Tour Masters 1000 Monte Carlo,Rafael Nadal,Teymuraz Gabashvili,Rafael Nadal,R32,73,2,75,79,23,52,23,100,,,,,,,65,61,1,50,47,28,20,,50,,,,,,,38,34,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2014&r=3&p=N409
French Open Slam,Rafael Nadal,Martin Klizan,Rafael Nadal,Round of 64,164,5,74,74,38,48,38,70,27,29,"
								","
								",171,136,65,47,6,56,52,56,26,,57,32,57,"
                            ","
                            ",178,142,53,35,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224209
ATP World Tour Masters 1000 Monte Carlo,Rafael Nadal,Andreas Seppi,Rafael Nadal,R16,74,2,64,82,43,44,43,100,,,,,,,68,55,1,55,55,31,17,,16,,,,,,,44,31,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2014&r=4&p=N409
Barcelona,Rafael Nadal,Ivan Dodig,Rafael Nadal,R16,84,1,75,69,75,34,75,50,,,,,,,70,47,5,56,65,36,30,,100,,,,,,,52,29,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=2014&r=4&p=N409
French Open Slam,Rafael Nadal,Daniel Brands,Rafael Nadal,Round of 128,174,2,84,78,67,37,67,38,40,26,"
								","
								",173,139,76,38,10,74,63,59,22,,25,51,53,"
                            ","
                            ",197,162,62,24,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224117
Barcelona,Rafael Nadal,Nicolas Almagro,Nicolas Almagro,Q,167,2,67,70,46,33,46,27,,,,,,,62,43,4,53,66,44,29,,57,,,,,,,56,37,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=2014&r=5&p=A479
ATP World Tour Masters 1000 Madrid,Rafael Nadal,Roberto Bautista Agut,Rafael Nadal,S,103,2,68,71,56,40,56,38,,,,,,,66,49,0,71,60,27,28,,50,,,,,,,50,33,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=6&p=N409
ATP World Tour Masters 1000 Rome,Rafael Nadal,Gilles Simon,Rafael Nadal,R32,199,4,78,61,56,37,56,46,,,,,,,60,44,7,59,62,44,38,,40,,,,,,,55,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2014&r=3&p=N409
ATP World Tour Masters 1000 Rome,Rafael Nadal,Mikhail Youzhny,Rafael Nadal,R16,164,1,75,73,29,47,29,40,,,,,,,62,48,0,71,52,51,26,,22,,,,,,,51,37,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2014&r=4&p=N409
ATP World Tour Masters 1000 Madrid,Rafael Nadal,Jarkko Nieminen,Rafael Nadal,R16,80,2,74,65,61,43,61,45,,,,,,,64,51,2,78,56,18,34,,25,,,,,,,48,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=4&p=N409
US Open Slam,Rafael Nadal,Tommy Robredo,Rafael Nadal,Quarter Final,100,2,61,86,61,41,61,70,28,15,15,16,173,135,76,56,3,52,59,28,14,,0,10,21,7,15,185,146,44,24,http://www.tennisinsight.com/match_stats_popup.php?matchID=181634504
ATP World Tour Masters 1000 Madrid,Rafael Nadal,Tomas Berdych,Rafael Nadal,Q,88,4,75,78,53,41,53,60,,,,,,,72,41,0,70,58,56,21,,0,,,,,,,58,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=5&p=N409
ATP World Tour Masters 1000 Madrid,Rafael Nadal,Juan Monaco,Rafael Nadal,R32,69,3,79,68,55,63,55,60,,,,,,,65,71,0,57,36,18,31,,50,,,,,,,28,34,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=3&p=N409
ATP World Tour Masters 1000 Rome,Rafael Nadal,Andy Murray,Rafael Nadal,Q,161,6,70,67,52,30,52,33,,,,,,,62,43,5,64,69,31,32,,40,,,,,,,56,37,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2014&r=5&p=N409
US Open Slam,Rafael Nadal,Richard Gasquet,Rafael Nadal,Semi Final,141,3,71,76,57,29,57,100,35,24,22,28,177,138,71,38,6,64,71,45,24,,17,26,32,24,35,178,141,62,29,http://www.tennisinsight.com/match_stats_popup.php?matchID=181634602
ATP World Tour Masters 1000 Madrid,Rafael Nadal,Kei Nishikori,Rafael Nadal,F,103,4,78,72,58,34,58,33,,,,,,,69,41,2,58,65,48,27,,50,,,,,,,58,30,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=7&p=N409
ATP World Tour Masters 1000 Rome,Rafael Nadal,Grigor Dimitrov,Rafael Nadal,S,83,1,80,65,72,41,72,57,,,,,,,67,54,2,63,58,23,34,,0,,,,,,,45,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2014&r=6&p=N409
