tournament,player1,player2,winner,t_round,duration,p1Aces,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p1ServePointsWon,p1ReturnPointsWon,p2Aces,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,p2ServePointsWon,p2ReturnPointsWon,urlVisited
Vienna,Jo-Wilfried Tsonga,Robin Haase,Robin Haase,S,93,4,64,72,39,31,39,28,,,,,,,60,33,3,63,68,62,27,,50,,,,,,,66,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=337&y=2013&r=6&p=H756
ATP World Tour Masters 1000 Paris,Jo-Wilfried Tsonga,Kei Nishikori,Kei Nishikori,R32,148,15,56,81,42,28,42,42,,,,,,,64,32,4,58,71,62,18,,16,,,,,,,67,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2013&r=3&p=N552
London / Queen's Club,Jo-Wilfried Tsonga,Andy Murray,Andy Murray,S,109,10,64,67,50,20,50,16,,,,,,,61,30,5,60,80,53,32,,27,,,,,,,69,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=311&y=2013&r=6&p=MC10
Marseille,Jo-Wilfried Tsonga,Edouard Roger-Vasselin,Jo-Wilfried Tsonga,Q,112,13,62,75,65,38,65,50,,,,,,,72,37,4,65,61,64,24,,0,,,,,,,62,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=2014&r=5&p=T786
Rotterdam,Jo-Wilfried Tsonga,Florian Mayer,Jo-Wilfried Tsonga,R32,87,10,70,80,52,40,52,66,,,,,,,71,42,5,61,59,53,20,,100,,,,,,,57,28,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=407&y=2014&r=3&p=T786
Marseille,Jo-Wilfried Tsonga,Jan-Lennard Struff,Jo-Wilfried Tsonga,S,99,10,63,93,48,34,48,28,,,,,,,76,36,2,57,65,61,6,,16,,,,,,,63,23,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=2014&r=6&p=T786
Rotterdam,Jo-Wilfried Tsonga,Marin Cilic,Marin Cilic,R16,71,3,68,70,57,11,57,0,,,,,,,66,20,5,64,88,63,29,,40,,,,,,,79,33,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=407&y=2014&r=4&p=C977
Marseille,Jo-Wilfried Tsonga,Nikolay Davydenko,Jo-Wilfried Tsonga,R16,107,19,74,77,54,24,54,33,,,,,,,71,30,9,62,76,60,22,,25,,,,,,,70,28,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=2014&r=4&p=T786
Dubai,Jo-Wilfried Tsonga,Tomas Berdych,Tomas Berdych,Q,88,5,47,82,43,25,43,0,,,,,,,62,29,3,62,75,62,17,,28,,,,,,,70,37,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=495&y=2014&r=5&p=BA47
French Open Slam,Jo-Wilfried Tsonga,Viktor Troicki,Jo-Wilfried Tsonga,Round of 16,105,1,77,73,79,37,79,33,33,24,"
								","
								",176,138,74,44,5,62,63,45,27,,0,20,27,"
                            ","
                            ",188,143,56,26,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224407
Dubai,Jo-Wilfried Tsonga,Nikolay Davydenko,Jo-Wilfried Tsonga,R16,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,,,,,,,0,0,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=495&y=2014&r=4&p=T786
Marseille,Jo-Wilfried Tsonga,Ernests Gulbis,Ernests Gulbis,F,94,8,67,80,45,14,45,0,,,,,,,68,22,14,62,85,64,20,,9,,,,,,,77,31,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=2014&r=7&p=G858
ATP World Tour Masters 1000 Indian Wells,Jo-Wilfried Tsonga,Julien Benneteau,Julien Benneteau,R64,85,7,53,64,46,20,46,66,,,,,,,56,35,2,56,80,44,35,,33,,,,,,,64,43,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2014&r=2&p=B747
Dubai,Jo-Wilfried Tsonga,Victor Hanescu,Jo-Wilfried Tsonga,R32,72,5,57,81,60,39,60,40,,,,,,,72,50,1,65,60,30,18,,100,,,,,,,50,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=495&y=2014&r=3&p=T786
ATP World Tour Masters 1000 Miami,Jo-Wilfried Tsonga,Adrian Mannarino,Jo-Wilfried Tsonga,R64,61,4,55,84,71,30,71,50,,,,,,,78,43,1,62,69,35,15,,0,,,,,,,56,21,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=2&p=T786
ATP World Tour Masters 1000 Monte Carlo,Jo-Wilfried Tsonga,Roger Federer,Roger Federer,Q,146,3,66,61,47,31,47,50,,,,,,,56,34,4,66,68,58,38,,10,,,,,,,65,43,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2014&r=5&p=F324
ATP World Tour Masters 1000 Monte Carlo,Jo-Wilfried Tsonga,Philipp Kohlschreiber,Jo-Wilfried Tsonga,R32,113,4,60,75,51,27,51,28,,,,,,,66,36,3,53,72,52,24,,100,,,,,,,63,33,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2014&r=3&p=T786
ATP World Tour Masters 1000 Rome,Jo-Wilfried Tsonga,Alexandr Dolgopolov,Jo-Wilfried Tsonga,R64,87,8,65,69,66,17,66,50,,,,,,,68,34,7,54,82,44,30,,25,,,,,,,65,31,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2014&r=2&p=T786
ATP World Tour Masters 1000 Rome,Jo-Wilfried Tsonga,Kevin Anderson,Jo-Wilfried Tsonga,R32,135,11,67,81,54,17,54,0,,,,,,,72,26,9,58,82,61,18,,0,,,,,,,73,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2014&r=3&p=T786
French Open Slam,Jo-Wilfried Tsonga,David Ferrer,David Ferrer,Semi Final,124,6,58,62,40,34,40,40,31,56,"
                            ","
                            ",178,139,52,34,3,60,66,66,38,60,35,24,21,"
								","
								",181,153,66,48,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224602
ATP World Tour Masters 1000 Madrid,Jo-Wilfried Tsonga,Edouard Roger-Vasselin,Jo-Wilfried Tsonga,R64,129,8,68,73,44,37,44,50,,,,,,,64,44,4,72,62,37,26,,60,,,,,,,55,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=2&p=T786
ATP World Tour Masters 1000 Monte Carlo,Jo-Wilfried Tsonga,Fabio Fognini,Jo-Wilfried Tsonga,R16,116,6,56,73,51,41,51,75,,,,,,,63,48,1,68,58,37,26,,30,,,,,,,52,36,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2014&r=4&p=T786
ATP World Tour Masters 1000 Madrid,Jo-Wilfried Tsonga,Santiago Giraldo,Santiago Giraldo,R32,69,4,72,67,53,22,53,0,,,,,,,63,24,2,71,77,71,32,,100,,,,,,,75,36,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=3&p=G725
ATP World Tour Masters 1000 Miami,Jo-Wilfried Tsonga,Marcos Baghdatis,Jo-Wilfried Tsonga,R32,150,16,57,77,51,20,51,25,,,,,,,66,28,9,54,80,60,22,,16,,,,,,,71,33,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=3&p=T786
ATP World Tour Masters 1000 Miami,Jo-Wilfried Tsonga,Andy Murray,Andy Murray,R16,74,3,54,45,54,11,54,0,,,,,,,50,15,2,71,88,72,54,,33,,,,,,,84,50,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=4&p=MC10
