tournament,player1,player2,winner,t_round,duration,p1Aces,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p1ServePointsWon,p1ReturnPointsWon,p2Aces,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,p2ServePointsWon,p2ReturnPointsWon,urlVisited
Montpellier,Richard Gasquet,Benoit Paire,Richard Gasquet,F,68,3,52,85,72,38,72,41,,,,,,,78,50,4,55,61,35,15,,50,,,,,,,50,21,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=375&y=2013&r=7&p=G628
ATP World Tour Masters 1000 Indian Wells,Richard Gasquet,Tomas Berdych,Tomas Berdych,R16,101,4,56,65,27,22,27,7,,,,,,,49,37,10,43,77,51,34,,57,,,,,,,62,50,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2013&r=4&p=BA47
ATP World Tour Masters 1000 Indian Wells,Richard Gasquet,Jerzy Janowicz,Richard Gasquet,R32,66,2,64,87,55,31,55,42,,,,,,,76,41,4,41,68,51,12,,0,,,,,,,58,24,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2013&r=3&p=G628
Rotterdam,Richard Gasquet,Marcos Baghdatis,Marcos Baghdatis,R16,77,6,65,65,61,21,61,0,,,,,,,63,28,9,59,78,60,35,,20,,,,,,,71,36,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=407&y=2013&r=4&p=B837
Marseille,Richard Gasquet,Gilles Muller,Gilles Muller,R32,119,14,62,84,56,23,56,25,,,,,,,74,34,19,66,76,42,15,,100,,,,,,,65,25,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=2013&r=3&p=MA30
ATP World Tour Masters 1000 Miami,Richard Gasquet,Tomas Berdych,Richard Gasquet,Q,75,2,56,85,50,20,50,75,,,,,,,70,39,5,52,80,39,14,,0,,,,,,,60,30,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2013&r=5&p=G628
ATP World Tour Masters 1000 Miami,Richard Gasquet,Olivier Rochus,Richard Gasquet,R64,88,9,52,80,53,36,53,45,,,,,,,67,48,0,55,63,36,19,,33,,,,,,,51,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2013&r=2&p=G628
ATP World Tour Masters 1000 Miami,Richard Gasquet,Mikhail Youzhny,Richard Gasquet,R32,87,2,57,69,58,42,58,33,,,,,,,64,48,4,60,57,43,30,,33,,,,,,,51,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2013&r=3&p=G628
ATP World Tour Masters 1000 Miami,Richard Gasquet,Nicolas Almagro,Richard Gasquet,R16,160,17,55,80,55,19,55,30,,,,,,,69,40,19,50,80,37,19,,50,,,,,,,59,30,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2013&r=4&p=G628
ATP World Tour Masters 1000 Rome,Richard Gasquet,Grigor Dimitrov,Richard Gasquet,R32,74,2,72,82,61,32,61,60,,,,,,,76,41,5,56,67,46,17,,100,,,,,,,58,23,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2013&r=3&p=G628
ATP World Tour Masters 1000 Monte Carlo,Richard Gasquet,Benoit Paire,Richard Gasquet,R32,87,1,52,71,59,19,59,83,,,,,,,65,46,6,47,80,29,28,,66,,,,,,,53,34,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2013&r=3&p=G628
ATP World Tour Masters 1000 Miami,Richard Gasquet,Andy Murray,Andy Murray,S,119,2,61,58,37,24,37,100,,,,,,,50,33,6,59,75,52,41,,87,,,,,,,66,49,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2013&r=6&p=MC10
ATP World Tour Masters 1000 Monte Carlo,Richard Gasquet,Fabio Fognini,Fabio Fognini,Q,87,3,56,53,48,20,48,33,,,,,,,51,32,3,53,79,53,46,,44,,,,,,,67,48,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2013&r=5&p=F510
ATP World Tour Masters 1000 Monte Carlo,Richard Gasquet,Marin Cilic,Richard Gasquet,R16,100,3,56,67,53,38,53,55,,,,,,,61,46,0,50,61,45,32,,60,,,,,,,53,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2013&r=4&p=G628
ATP World Tour Masters 1000 Canada,Richard Gasquet,Kei Nishikori,Richard Gasquet,R16,117,5,52,66,51,25,51,50,,,,,,,59,40,5,57,74,40,33,,27,,,,,,,60,40,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2013&r=4&p=G628
ATP World Tour Masters 1000 Canada,Richard Gasquet,Novak Djokovic,Novak Djokovic,Q,52,3,39,75,32,22,32,0,,,,,,,48,20,11,79,77,88,25,,66,,,,,,,79,51,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2013&r=5&p=D643
ATP World Tour Masters 1000 Rome,Richard Gasquet,Sam Querrey,Richard Gasquet,R64,90,5,67,82,68,32,68,50,,,,,,,77,36,7,60,68,56,17,,0,,,,,,,63,22,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2013&r=2&p=G628
ATP World Tour Masters 1000 Rome,Richard Gasquet,Jerzy Janowicz,Jerzy Janowicz,R16,142,5,63,70,52,22,52,33,,,,,,,63,31,12,59,77,53,30,,22,,,,,,,68,36,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2013&r=4&p=J397
Halle,Richard Gasquet,Mikhail Youzhny,Mikhail Youzhny,S,58,5,63,73,40,25,40,0,,,,,,,60,25,4,70,75,73,26,,75,,,,,,,74,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=500&y=2013&r=6&p=Y061
Bangkok,Richard Gasquet,Milos Raonic,Milos Raonic,S,111,6,76,78,76,19,76,33,,,,,,,78,32,23,63,80,42,21,,66,,,,,,,67,21,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1720&y=2013&r=6&p=R975
Halle,Richard Gasquet,Jurgen Melzer,Richard Gasquet,R16,65,6,88,78,60,50,60,44,,,,,,,76,50,3,67,50,47,21,,0,,,,,,,49,23,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=500&y=2013&r=4&p=G628
Bangkok,Richard Gasquet,Lukas Lacko,Richard Gasquet,R16,68,6,70,78,56,37,56,25,,,,,,,72,46,7,57,62,40,21,,0,,,,,,,53,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1720&y=2013&r=4&p=G628
Beijing,Richard Gasquet,David Ferrer,Richard Gasquet,Q,83,4,51,78,53,32,53,50,,,,,,,66,41,0,68,67,38,21,,50,,,,,,,58,33,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=747&y=2013&r=5&p=G628
Halle,Richard Gasquet,Florian Mayer,Richard Gasquet,Q,86,5,69,81,54,19,54,100,,,,,,,73,31,2,64,80,47,18,,0,,,,,,,68,26,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=500&y=2013&r=5&p=G628
ATP World Tour Masters 1000 Cincinnati,Richard Gasquet,John Isner,John Isner,R32,82,4,46,70,64,8,64,0,,,,,,,67,25,10,54,91,53,30,,40,,,,,,,74,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2013&r=3&p=I186
Umag,Richard Gasquet,Albert Montanes,Albert Montanes,R16,84,4,45,67,45,34,45,33,,,,,,,55,37,6,64,65,56,32,,44,,,,,,,62,44,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=439&y=2013&r=4&p=M824
Bangkok,Richard Gasquet,Mikhail Youzhny,Richard Gasquet,Q,115,3,68,69,73,44,73,40,,,,,,,70,48,5,53,55,46,30,,75,,,,,,,51,29,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1720&y=2013&r=5&p=G628
Beijing,Richard Gasquet,Florian Mayer,Richard Gasquet,R32,100,2,52,77,50,29,50,33,,,,,,,64,38,4,61,70,48,22,,0,,,,,,,61,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=747&y=2013&r=3&p=G628
Beijing,Richard Gasquet,Bernard Tomic,Richard Gasquet,R16,99,4,61,73,53,26,53,20,,,,,,,66,44,9,63,73,25,26,,66,,,,,,,55,33,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=747&y=2013&r=4&p=G628
Moscow,Richard Gasquet,Ivo Karlovic,Richard Gasquet,S,72,4,64,86,61,15,61,100,,,,,,,77,29,15,68,85,38,13,,0,,,,,,,70,22,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=438&y=2013&r=6&p=G628
Beijing,Richard Gasquet,Novak Djokovic,Novak Djokovic,S,80,3,65,58,44,20,44,50,,,,,,,53,28,6,69,79,53,41,,40,,,,,,,71,46,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=747&y=2013&r=6&p=D643
ATP World Tour Masters 1000 Shanghai,Richard Gasquet,Vasek Pospisil,Vasek Pospisil,R64,70,2,65,66,68,10,68,0,,,,,,,67,28,10,49,89,55,33,,100,,,,,,,71,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=5014&y=2013&r=2&p=PD07
Moscow,Richard Gasquet,Evgeny Donskoy,Richard Gasquet,R16,104,3,60,75,56,35,56,44,,,,,,,68,43,4,47,64,50,24,,40,,,,,,,56,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=438&y=2013&r=4&p=G628
Moscow,Richard Gasquet,Mikhail Kukushkin,Richard Gasquet,F,144,12,73,65,50,33,50,36,,,,,,,61,40,15,53,66,52,34,,25,,,,,,,59,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=438&y=2013&r=7&p=G628
Basel,Richard Gasquet,Michael Llodra,Michael Llodra,R32,70,2,51,67,46,19,46,0,,,,,,,57,27,8,56,80,62,32,,33,,,,,,,72,42,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=2013&r=3&p=L428
ATP World Tour Masters 1000 Paris,Richard Gasquet,Fernando Verdasco,Richard Gasquet,R32,161,5,67,65,78,37,78,22,,,,,,,69,41,4,71,62,47,34,,16,,,,,,,58,30,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2013&r=3&p=G628
Moscow,Richard Gasquet,Teymuraz Gabashvili,Richard Gasquet,Q,82,4,59,77,66,44,66,50,,,,,,,72,46,5,56,55,50,22,,0,,,,,,,53,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=438&y=2013&r=5&p=G628
ATP World Tour Masters 1000 Paris,Richard Gasquet,Kei Nishikori,Richard Gasquet,R16,86,4,51,81,60,25,60,30,,,,,,,71,44,0,50,74,35,18,,0,,,,,,,55,28,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2013&r=4&p=G628
ATP World Tour Masters 1000 Paris,Richard Gasquet,Rafael Nadal,Rafael Nadal,Q,67,5,59,68,20,26,20,100,,,,,,,48,28,5,58,73,68,31,,83,,,,,,,71,51,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2013&r=5&p=N409
Doha,Richard Gasquet,Karim Hossam,Richard Gasquet,R32,68,0,70,77,46,48,46,85,,,,,,,68,53,3,55,51,40,22,,60,,,,,,,46,31,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=451&y=2014&r=3&p=G628
French Open Slam,Richard Gasquet,Stan Wawrinka,Stan Wawrinka,Round of 16,256,10,60,74,49,27,49,18,57,46,"
                            ","
                            ",178,150,64,30,13,63,73,64,26,51,20,92,55,"
								","
								",184,156,70,36,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224404
French Open Slam,Richard Gasquet,Nikolay Davydenko,Richard Gasquet,Round of 32,124,5,68,68,68,38,68,50,27,18,"
								","
								",182,143,68,43,3,76,62,39,32,,67,36,38,"
                            ","
                            ",168,140,57,32,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224308
Wimbledon Slam,Richard Gasquet,Go Soeda,Richard Gasquet,Round of 64,148,11,57,77,50,35,50,50,54,21,"
								","
								",177,151,65,48,2,56,65,36,23,,67,34,31,"
                            ","
                            ",181,144,52,35,http://www.tennisinsight.com/match_stats_popup.php?matchID=180604205
Doha,Richard Gasquet,Gael Monfils,Gael Monfils,R16,63,0,86,54,75,13,75,100,,,,,,,57,24,9,69,86,50,45,,57,,,,,,,75,42,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=451&y=2014&r=4&p=MC65
Montpellier,Richard Gasquet,Albano Olivetti,Richard Gasquet,Q,70,3,65,85,80,22,80,30,,,,,,,83,45,13,50,77,31,14,,0,,,,,,,54,16,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=375&y=2014&r=5&p=G628
Montpellier,Richard Gasquet,Gael Monfils,Gael Monfils,F,85,0,75,61,61,7,61,0,,,,,,,61,20,9,56,92,63,38,,40,,,,,,,80,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=375&y=2014&r=7&p=MC65
Montpellier,Richard Gasquet,Paul-Henri Mathieu,Richard Gasquet,R16,95,3,60,69,59,33,59,44,,,,,,,65,47,4,49,66,37,30,,0,,,,,,,52,34,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=375&y=2014&r=4&p=G628
Montpellier,Richard Gasquet,Jerzy Janowicz,Richard Gasquet,S,102,8,71,80,70,25,70,25,,,,,,,77,32,16,61,75,56,20,,100,,,,,,,67,22,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=375&y=2014&r=6&p=G628
Wimbledon Slam,Richard Gasquet,Marcel Granollers,Richard Gasquet,Round of 128,176,8,65,77,49,30,49,31,60,28,"
								","
								",175,151,67,40,11,72,70,37,23,,40,48,29,"
                            ","
                            ",183,144,60,33,http://www.tennisinsight.com/match_stats_popup.php?matchID=180604109
Marseille,Richard Gasquet,Blaz Kavcic,Richard Gasquet,R16,70,2,68,78,73,28,73,27,,,,,,,76,41,2,63,71,36,21,,0,,,,,,,58,23,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=2014&r=4&p=G628
Marseille,Richard Gasquet,Ernests Gulbis,Ernests Gulbis,S,65,3,77,58,50,6,50,0,,,,,,,56,22,15,66,93,43,41,,75,,,,,,,77,43,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=2014&r=6&p=G858
Rotterdam,Richard Gasquet,Philipp Kohlschreiber,Philipp Kohlschreiber,R16,96,5,64,61,46,28,46,33,,,,,,,56,34,6,57,71,57,38,,28,,,,,,,65,43,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=407&y=2014&r=4&p=K435
Rotterdam,Richard Gasquet,Thiemo de Bakker,Richard Gasquet,R32,144,13,73,79,64,19,64,40,,,,,,,75,33,16,54,80,51,20,,16,,,,,,,66,24,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=407&y=2014&r=3&p=G628
ATP World Tour Masters 1000 Miami,Richard Gasquet,Kevin Anderson,Richard Gasquet,R32,91,6,66,72,63,33,63,25,,,,,,,69,38,8,67,66,50,27,,0,,,,,,,61,30,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=3&p=G628
ATP World Tour Masters 1000 Indian Wells,Richard Gasquet,Teymuraz Gabashvili,Richard Gasquet,R64,35,1,55,90,77,62,77,57,,,,,,,85,69,0,61,37,20,9,,0,,,,,,,30,15,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2014&r=2&p=G628
Marseille,Richard Gasquet,Ivan Dodig,Richard Gasquet,Q,84,3,66,71,56,27,56,42,,,,,,,66,41,7,62,72,36,28,,16,,,,,,,58,33,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=496&y=2014&r=5&p=G628
ATP World Tour Masters 1000 Indian Wells,Richard Gasquet,Fernando Verdasco,Fernando Verdasco,R32,98,2,64,62,50,28,50,0,,,,,,,58,31,5,78,71,56,37,,20,,,,,,,68,41,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2014&r=3&p=V306
ATP World Tour Masters 1000 Miami,Richard Gasquet,Alejandro Gonzalez,Richard Gasquet,R64,121,7,66,73,71,29,71,23,,,,,,,72,40,4,54,70,45,26,,100,,,,,,,59,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=2&p=G628
